description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender,topic
"I feel like this drug helped save my life. I take a very low dose(2.5mg) 5 nights per week. I take other antidepressants and mood stabilizers but the addition of ability is what really has helped my bipolar II stay in remission. I felt the benefits from it almost instantly, just 30 minutes after taking the first pill. I have no side effects.",feel like helped save life low dosemg nights week antidepressants mood stabilizers addition ability really helped bipolar ii stay remission felt benefits instantly just minutes pill,Positif,0.8176,     Additional Medications to Treat Depression,59.5,female,2
"Abilify has definitely helped with my mood, I feel better than I have in years but I have many of the side effects.   I have been taking Abilify for 18 months and have gained 50 pounds and I have insomnia to the point that sleeping aids will not work.  I have some signs of extreme forgetfulness I don't know if you would call this dementia  or not.  So Abilify has been bittersweet for me.",definitely helped mood feel better years months gained pounds insomnia point sleeping aids work signs extreme forgetfulness dont know dementia bittersweet,Positif,0.8137,     Bipolar Disorder in Remission,59.5,female,0
"I feel like this drug helped save my life. I take a very low dose(2.5mg) 5 nights per week. I take other antidepressants and mood stabilizers but the addition of ability is what really has helped my bipolar II stay in remission. I felt the benefits from it almost instantly, just 30 minutes after taking the first pill. I have no side effects.",feel like helped save life low dosemg nights week antidepressants mood stabilizers addition ability really helped bipolar ii stay remission felt benefits instantly just minutes pill,Positif,0.8176,     Schizophrenia,29.5,female,2
"I've been taking Lexapro 20mg for almost 3 years and my doctor added Abilify 2mg when some signs of depression came back. I've been taking the Abilify for 3 weeks now and although I'm EXTREMELY happy, I've gained 10 pounds, have extreme food cravings, and experience constipation. Because of these side effects, I will be getting off of this medication.",ive lexapro years doctor added signs depression came ive weeks im extremely happy ive gained pounds extreme food cravings experience constipation getting medication,Positif,0.4865,     Additional Medications to Treat Depression,21.5,female,0
"I feel like this drug helped save my life. I take a very low dose(2.5mg) 5 nights per week. I take other antidepressants and mood stabilizers but the addition of ability is what really has helped my bipolar II stay in remission. I felt the benefits from it almost instantly, just 30 minutes after taking the first pill. I have no side effects.",feel like helped save life low dosemg nights week antidepressants mood stabilizers addition ability really helped bipolar ii stay remission felt benefits instantly just minutes pill,Positif,0.8176,     Additional Medications to Treat Depression,29.5,female,2
Symptoms are abated and I am stable on 15mg.  History of Diabetes in the family brings concern of sugar spikes caused by Abilify.  Have to really watch diet and exercise. So far I have gained 5lbs in 5 months.  I am not sleeping through the night consistently.  More physical activity is required to do well on this medication and close eye on consuming too many carbs and calories.  Otherwise effective for my symptoms of Schizophrenia.,symptoms abated stable history diabetes family brings concern sugar spikes caused really watch diet exercise far gained lbs months sleeping night consistently physical activity required medication close eye consuming carbs calories effective symptoms schizophrenia,Positif,0.7845,     Schizophrenia,49.5,female,0
"I feel like this drug helped save my life. I take a very low dose(2.5mg) 5 nights per week. I take other antidepressants and mood stabilizers but the addition of ability is what really has helped my bipolar II stay in remission. I felt the benefits from it almost instantly, just 30 minutes after taking the first pill. I have no side effects.",feel like helped save life low dosemg nights week antidepressants mood stabilizers addition ability really helped bipolar ii stay remission felt benefits instantly just minutes pill,Positif,0.8176,     Other,49.5,female,2
"SO much weight gain. Was prescribed to me during eating disorder rehab and gained weight super fast, even far past my ""ideal"" weight. Do not recommend.",weight gain prescribed eating disorder rehab gained weight super fast far past ideal weight recommend,Positif,0.9201,     Additional Medications to Treat Depression,15.5,female,0
"I feel like this drug helped save my life. I take a very low dose(2.5mg) 5 nights per week. I take other antidepressants and mood stabilizers but the addition of ability is what really has helped my bipolar II stay in remission. I felt the benefits from it almost instantly, just 30 minutes after taking the first pill. I have no side effects.",feel like helped save life low dosemg nights week antidepressants mood stabilizers addition ability really helped bipolar ii stay remission felt benefits instantly just minutes pill,Positif,0.8176,     Other,59.5,male,2
I have been on 20mg and then 10mg for 5 months for a psychotic episode brought on by marijuana use. I have gained 10kgs - (22 pounds)still exercising and eating as before.  I am now going to get off it and pray that things go ok.,months psychotic episode brought marijuana use gained kgs poundsstill exercising eating going pray things ok,Positif,0.7269,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,0
"I feel like this drug helped save my life. I take a very low dose(2.5mg) 5 nights per week. I take other antidepressants and mood stabilizers but the addition of ability is what really has helped my bipolar II stay in remission. I felt the benefits from it almost instantly, just 30 minutes after taking the first pill. I have no side effects.",feel like helped save life low dosemg nights week antidepressants mood stabilizers addition ability really helped bipolar ii stay remission felt benefits instantly just minutes pill,Positif,0.8176,     Bipolar I Disorder with Most Recent Episode Mixed,80.0,nan,2
"I feel like this drug helped save my life. I take a very low dose(2.5mg) 5 nights per week. I take other antidepressants and mood stabilizers but the addition of ability is what really has helped my bipolar II stay in remission. I felt the benefits from it almost instantly, just 30 minutes after taking the first pill. I have no side effects.",feel like helped save life low dosemg nights week antidepressants mood stabilizers addition ability really helped bipolar ii stay remission felt benefits instantly just minutes pill,Positif,0.8176,     Other,59.5,male,2
"I take 2.5mg Ability to treat my anxiety and irritability. Ability works very well, but I have to keep track of my food intake to avoid getting fat, and as a side effect, I feel drowsy.",ability treat anxiety irritability ability works track food intake avoid getting fat effect feel drowsy,Positif,0.25,     Other,15.5,male,4
This med really help with my depression and also help with my anxiety,med really help depression help anxiety,Positif,0.0792,     Additional Medications to Treat Depression,39.5,male,0
"I feel like this drug helped save my life. I take a very low dose(2.5mg) 5 nights per week. I take other antidepressants and mood stabilizers but the addition of ability is what really has helped my bipolar II stay in remission. I felt the benefits from it almost instantly, just 30 minutes after taking the first pill. I have no side effects.",feel like helped save life low dosemg nights week antidepressants mood stabilizers addition ability really helped bipolar ii stay remission felt benefits instantly just minutes pill,Positif,0.8176,     Other,49.5,female,2
"I have been on Viibryd for almost a year was doing good til about 4 months ago, went to dr less than a month ago and was given Abilify, it has turned me around and happier. no thoughts of suicide and I have interests now. My mind is clearer and I can stay awake during the day and sleep at night on my own without taking ambien. I am talking more instead of staying quiet.",viibryd year doing good til months ago went dr month ago given turned happier thoughts suicide interests mind clearer stay awake day sleep night ambien talking instead staying quiet,Positif,0.4215,     Additional Medications to Treat Depression,39.5,female,4
"When Abilify was added to my current anti-depressant, I noticed an immediate difference.  I have definitely not had weight gain as I have lost weight recently.",added current antidepressant noticed immediate difference definitely weight gain lost weight recently,Positif,0.5859,     Bipolar I Disorder with Most Recent Episode Mixed,59.5,female,0
"I was very troubled when I suddenly started gaining weight rapidly. I've been on Abilify for 4 months now. I have gained over 40 pounds since starting this medication. I did not learn of the weight gain factor until I researched this medication. My doctor DID NOT INFORM ME. I have mixed reviews because it made me feel emotionally good and stable. Yet, the weight gain is now depressing me!",troubled suddenly started gaining weight rapidly ive months gained pounds starting medication did learn weight gain factor researched medication doctor did inform mixed reviews feel emotionally good stable weight gain depressing,Positif,0.8934,     Additional Medications to Treat Depression,39.5,female,0
"I feel like this drug helped save my life. I take a very low dose(2.5mg) 5 nights per week. I take other antidepressants and mood stabilizers but the addition of ability is what really has helped my bipolar II stay in remission. I felt the benefits from it almost instantly, just 30 minutes after taking the first pill. I have no side effects.",feel like helped save life low dosemg nights week antidepressants mood stabilizers addition ability really helped bipolar ii stay remission felt benefits instantly just minutes pill,Positif,0.8176,     Other,39.5,female,2
"I feel like this drug helped save my life. I take a very low dose(2.5mg) 5 nights per week. I take other antidepressants and mood stabilizers but the addition of ability is what really has helped my bipolar II stay in remission. I felt the benefits from it almost instantly, just 30 minutes after taking the first pill. I have no side effects.",feel like helped save life low dosemg nights week antidepressants mood stabilizers addition ability really helped bipolar ii stay remission felt benefits instantly just minutes pill,Positif,0.8176,     Additional Medications to Treat Depression,69.5,female,2
"Out of nine other drugs to accompany my paxil, seroquel, and depakote; Only this one had wonderous effects for my mood, got me up and moving, positive, exercising, etc, with no apparent side effects and even reduced the negative side effects of the regimen I was on; stopped trembling, thinking and focusing clearer (for the first time since my thyrotoxicosis 4 yrs ago) much stabler, and most of all, I feel so much more in control of myself... wonderful!",drugs accompany paxil seroquel depakote wonderous mood got moving positive exercising apparent reduced negative regimen stopped trembling thinking focusing clearer time thyrotoxicosis yrs ago stabler feel control wonderful,Positif,0.0516,     Additional Medications to Treat Depression,29.5,female,0
"I had a manic episode in 2012 and I am now in remission. I'm now on 2.5 mg of Abilify only (no other meds). It seems to be working fine for me, but I did gain 20 lbs on it. Avoid it if you can, but take it if you must.",manic episode remission im meds working fine did gain lbs avoid,Positif,0.4588,     Bipolar Disorder in Remission,29.5,female,0
"I feel like this drug helped save my life. I take a very low dose(2.5mg) 5 nights per week. I take other antidepressants and mood stabilizers but the addition of ability is what really has helped my bipolar II stay in remission. I felt the benefits from it almost instantly, just 30 minutes after taking the first pill. I have no side effects.",feel like helped save life low dosemg nights week antidepressants mood stabilizers addition ability really helped bipolar ii stay remission felt benefits instantly just minutes pill,Positif,0.8176,     Bipolar Disorder in Remission,39.5,male,2
I had immediate results.  I wouldn't get dressed all day for months.  I was up and at 'em the next morning and felt great.  Have been on it about 6 mos. and have not gained a pound. It's made a HUGE improvement in my daily life.  The antidepressants alone were not doing it for me.  I continue to see the benefits today that I did when I first started it.  I'm living life again.,immediate results wouldnt dressed day months em morning felt great mos gained pound huge improvement daily life antidepressants doing continue benefits today did started im living life,Positif,0.9274,     Additional Medications to Treat Depression,59.5,female,4
I took it for around 6 months and I gained 15 pounds and was very un satisified with my mood.,took months gained pounds satisified mood,Positif,0.3818,     Additional Medications to Treat Depression,15.5,female,0
Ability worked for me on the very first day!,ability worked day,Positif,0.3182,     Additional Medications to Treat Depression,69.5,female,4
"This drug has been very effective in my treatment in conjunction with an anti-depressant. I am 6' 4"" and was slender before taking this medication and gained 50 pounds while using it.  The doctor is tapering me off of it out of concern for my weight gain.  I eat in a very healthy manner and exercise regularly.",effective treatment conjunction antidepressant slender medication gained pounds using doctor tapering concern weight gain eat healthy manner exercise regularly,Positif,0.8957,     Bipolar Disorder in Remission,49.5,male,0
"kicks in pretty fast,Abilify has really helped with my bipolar,",kicks pretty fastabilify really helped bipolar,Positif,0.4939,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,2
I gained 40 pounds with this medication.,gained pounds medication,Positif,0.3818,     Additional Medications to Treat Depression,29.5,female,0
"I pray I don't get tardive dyskinesia and so far so good.  It also seems to be working with my anti-depressant very well.  The biggest problem is WEIGHT GAIN.  I've gained 40 pounds and I'm not sure what to attribute it to since my anti-depressant also causes it.  I'm used to being 125 - I am now 180.  It's unbelievable and barely eating doesn't seem to help.  I don't excercise, but I can't blame it all on that - I rarely exercised before and I still weighed 125.  I hate this side effect.",pray dont tardive dyskinesia far good working antidepressant biggest problem weight gain ive gained pounds im sure attribute antidepressant causes im used unbelievable barely eating doesnt help dont excercise blame rarely exercised weighed hate effect,Positif,0.9279,     Additional Medications to Treat Depression,49.5,female,0
"81 year old male, retired professor of medicine, treated for depression since 1958 with no real relief from any medication since tricyclics were introduced. Breakthrough in 2010 while on venlafaxine and mixed amphetamine salts. Abilify added  January 2012 because of acute exacerbation of depression. Improvement within one week and maintained. In second week of tapering off this agent with no problem as yet. No weight gain or impairment of blood glucose control. Excellent agent for me.",year old male retired professor medicine treated depression real relief medication tricyclics introduced breakthrough venlafaxine mixed amphetamine salts added january acute exacerbation depression improvement week maintained second week tapering agent problem weight gain impairment blood glucose control excellent agent,Positif,0.4767,     Additional Medications to Treat Depression,80.0,male,0
"Added as a ""booster"" to other medications used to treat manic-depression.  Quickly felt results.",added booster medications used treat manicdepression quickly felt results,Positif,0.4019,     Additional Medications to Treat Depression,59.5,female,4
works great for my depression but the weight gain sucks,works great depression weight gain sucks,Positif,0.3182,     Additional Medications to Treat Depression,49.5,female,0
"I take 50 MG of celexa, the most they will let me take. I did fine, but panic attacks started and they added this. This drug is amazing. I have never felt better. But, I have gained 25 lbs and they are taking me off it. I had lost a lot of weight and maintained it for 3 years until this pill. I also have a pretty bad rash from it. Never realized what was causing it until now. But, I feel amazing!",celexa let did fine panic attacks started added amazing felt better gained lbs lost lot weight maintained years pill pretty bad rash realized causing feel amazing,Positif,0.5267,     Additional Medications to Treat Depression,39.5,female,0
I have been on this about 3 months with absolutely no change. I have not noticed weight gain bc of this pill. I have had no changes good or bad.,months absolutely change noticed weight gain bc pill changes good bad,Positif,0.4215,     Additional Medications to Treat Depression,29.5,female,0
"Until recently, I had been taking Zoloft for years with satisfactory results.  Depression and bipolar symptoms returned strongly and Abilify was added to my treatment upon my request.  I have experienced significant spotting since starting this drug, but the beneficial effects outweigh this by far.",recently zoloft years satisfactory results depression bipolar symptoms returned strongly added treatment request experienced significant spotting starting beneficial outweigh far,Positif,0.5574,     Additional Medications to Treat Depression,39.5,female,0
Medicine makes me gain weight and have erection problems,medicine makes gain weight erection problems,Positif,0.1779,     Other,21.5,male,0
Too much weight gain I had to stop.,weight gain stop,Positif,0.296,     Additional Medications to Treat Depression,39.5,male,0
Made me feel a whole better,feel better,Positif,0.4404,     Additional Medications to Treat Depression,59.5,female,4
A very effective medication that I am happy with the end results.,effective medication happy end results,Positif,0.7783,     Other,49.5,male,4
I take this at night and it helps me sleep. It is very effective. I gained some weight though. I recommend taking it for depression.,night helps sleep effective gained weight recommend depression,Positif,0.7269,     Additional Medications to Treat Depression,29.5,female,0
"2mg worked great, it when I had it increased to 10mg that I noticed some side effects Such as weight gain, bloating , constipation, and man boobs. Diet and exercise do not seem enough thinking of coming off.",worked great increased noticed weight gain bloating constipation man boobs diet exercise thinking coming,Positif,0.8625,     Other,15.5,male,0
"I have gained 50 lbs in just a couple of months time. This is all water weight gain. I stopped taking Abilify 4 wks ago and still have swelling and hot flashes. Not sure how long it takes to get this med. out of your system, but it is sure taking it's sweet time with me.",gained lbs just couple months time water weight gain stopped wks ago swelling hot flashes sure long takes med sure sweet time,Positif,0.8934,     Additional Medications to Treat Depression,49.5,female,0
very happy with this med .it has done wonders,happy med wonders,Positif,0.5719,     Additional Medications to Treat Depression,39.5,female,4
severe weight gain,severe weight gain,Positif,0.2023,     Additional Medications to Treat Depression,69.5,female,0
"Just started my first Abilify regimen and I am already seeing signs of feeling alive again.  I have only been on it for about a week, but if this drug is working already, I will be ecstatic. Fingers crossed!!",just started regimen seeing signs feeling alive week working ecstatic fingers crossed,Positif,0.7506,     Additional Medications to Treat Depression,39.5,female,0
This medication has been an integral part of my treatment regimen. My moods have been very stable on Abilify.,medication integral treatment regimen moods stable,Positif,0.296,     Bipolar Disorder in Remission,49.5,female,0
"Have Bi-Polar II.  Abiligy 5 mg. was perscribed as an add-on to lemictal.    I felt absolutely nothing on it -- like I was taking a placebo.  So, against my doctor's advice, I quit taking it.      After reading all these great reviews, I think I will try again, this time I'll stay on it longer, giving it more time to work.",bipolar ii abiligy perscribed addon lemictal felt absolutely like placebo doctors advice quit reading great reviews think try time ill stay longer giving time work,Positif,0.7574,     Other,49.5,female,4
I felt great on Abilify but I gained almost 30 lbs in a year.  Had I kept taking it my weight would have just kept going up.  It's too bad to have such a wonderul feeling but to have to quit the med because of a bad side effect.,felt great gained lbs year kept weight just kept going bad wonderul feeling quit med bad effect,Positif,0.0516,     Additional Medications to Treat Depression,49.5,female,4
"Just started my first Abilify regimen and I am already seeing signs of feeling alive again.  I have only been on it for about a week, but if this drug is working already, I will be ecstatic. Fingers crossed!!",just started regimen seeing signs feeling alive week working ecstatic fingers crossed,Positif,0.7506,     Additional Medications to Treat Depression,59.5,female,0
"After trying different anti-depressants for my severe major depression, doc prescribed Abilify in addition to Wellbutrin.     I woke up on the 4th day of taking it, and almost jumped out of bed, whereas before I could never get myself out of bed. I was happy! I couldn't wait to get to work.     This drug has been, literally, a life-saver. I didn't have any major side effects, and haven't gained weight.",trying different antidepressants severe major depression doc prescribed addition wellbutrin woke th day jumped bed bed happy wait work literally lifesaver didnt major havent gained weight,Positif,0.4725,     Additional Medications to Treat Depression,59.5,female,4
i took abilify with lexapro i gained so much weight i felt out of it in a fog i was so medicated and continued gaining weight i think my doctor should of changed treatment after 20lbs but did not weight gain adds to the depression DO NOT TAKE ABILIFY,took lexapro gained weight felt fog medicated continued gaining weight think doctor changed treatment lbs did weight gain adds depression,Positif,0.6249,     Additional Medications to Treat Depression,29.5,female,0
wonderful,wonderful,Positif,0.5719,     Other,59.5,female,0
I am happy with it. no side effects,happy,Positif,0.5719,     A Rare Developmental Disorder of Infants,49.5,male,4
I've been on abilify for 9 yrs. It gave me my life back. Haven't been suicidal since I started taking it. The only complaint I have is it's caused tremors in my whole body. Drs are decreasing it to see if this helps.,ive yrs gave life havent suicidal started complaint caused tremors body drs decreasing helps,Positif,0.7951,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,0
Before this drug I was having episodes daily.  I now feel like a normal person.  I can get out of the bed and the house more.,having episodes daily feel like normal person bed house,Positif,0.3612,     Additional Medications to Treat Depression,59.5,female,4
weight gain.,weight gain,Positif,0.5267,     Schizophrenia,59.5,female,0
"I have been taking 15 mg of abilify for one month. It was added because Cymbalta wasn't helping my depression. Within 3 weeks I had gained 10 lbs!! And I am so antsy and fidgety, I feel like I am going crazy. I can't sit for more than 5 minutes at a time. I have to get up and walk around. Then I get bored and try to sit again. It is an endless cycle. This med does not work for me at all!",month added cymbalta wasnt helping depression weeks gained lbs antsy fidgety feel like going crazy sit minutes time walk bored try sit endless cycle med does work,Positif,0.0798,     Additional Medications to Treat Depression,49.5,female,0
THIS MEDICINE HAS BEEN GOOD FOR ME EXCEPT FOR THE WEIGHT GAIN.,medicine good weight gain,Positif,0.743,     Schizophrenia,39.5,female,0
"I have been on abilfy 30 for close to a year now.  It is wonderful.  It keeps me stable with no manic episodes thus far.  The only concerns I have is that I had two scary episodes of blacking out and seeing ""stars"" before my eyes.  I don't know if it's my blood pressure or the medicine.  Will look into it further and repost again.",abilfy close year wonderful keeps stable manic episodes far concerns scary episodes blacking seeing stars eyes dont know blood pressure medicine look repost,Positif,0.5556,     Bipolar Disorder in Remission,39.5,female,0
"I will say I WAS satisfied until my friends and family told me I was like a zombie and would just walk slow and basically seemed ""mentally impared"" It may have been too much of a dose.",say satisfied friends family told like zombie just walk slow basically mentally impared dose,Positif,0.8126,     Additional Medications to Treat Depression,29.5,female,0
"Abilify gave me hand tremors that persisted even after I stopped the drug. Psych then prescribed saphris which works very well for me, but I only take it at night because it's very sedating. It's corrected my sleep/awake cycle. I fall asleep in 15-30 minutes,get up 8-9 am. and stay awake all day. Give it a try--it may work for you.",gave hand tremors persisted stopped psych prescribed saphris works night sedating corrected sleepawake cycle fall asleep minutesget stay awake day tryit work,Positif,0.3182,     Additional Medications to Treat Depression,21.5,female,0
Abilify caused my hands to shake.They didn't stop shaking even when I stopped the drug. My psych then put me on saphris and it works without any side-effects except sedation. I take it at night so that's a plus--it really helps me sleep well.,caused hands shakethey didnt stop shaking stopped psych saphris works sideeffects sedation night thats plusit really helps sleep,Positif,0.7154,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,0
Easy to take. Has helped with severe deppression.,easy helped severe deppression,Positif,0.0772,     Mania associated with Bipolar Disorder,39.5,female,0
"I am on day 3 of starting this med in addition to sertraline 150mg.  The AD just wasn't working like it should after being on it for 10 years.  I am a little drowsy with the 1 mg of Abilify so will start taking it at bedtime versus in the morning.  Already I have a bit more energy, so we'll see.  Hopeful, but cautious.",day starting med addition sertraline ad just wasnt working like years little drowsy start bedtime versus morning bit energy hopeful cautious,Positif,0.4386,     Additional Medications to Treat Depression,49.5,female,4
Nice !!,nice,Positif,0.4215,     Additional Medications to Treat Depression,21.5,female,0
"The abilify helps me stay focused and helps to decrease my episodes of ""manicky"" behavior like shopping online charging up all my credit cards. The dr. seems to believe I am bi-polar lond with my depression and anxiety.",helps stay focused helps decrease episodes manicky behavior like shopping online charging credit cards dr believe bipolar lond depression anxiety,Positif,0.7579,     Additional Medications to Treat Depression,49.5,female,4
"I've been on Abilify for 2-3 years. It dosen't really seem to work as well as Lithium as I was on Lithium prior to Abilify. It may be the drug for bipolar, but I still don't trust it. It can trigger diabetes and tardive diskenesia or something like that. I don't like these risky side effects. I still have breakthrough episodes although they are mild, I still don't want to experience them. Considering going back to Lithium as a mood stabilizer. Drug is too risky in high doses.",ive years dosent really work lithium lithium prior bipolar dont trust trigger diabetes tardive diskenesia like dont like risky breakthrough episodes mild dont want experience considering going lithium mood stabilizer risky high doses,Positif,0.504,     Additional Medications to Treat Depression,39.5,female,0
"I took this to help with depression. Like many have said, it changed my life and I finally felt motivated to do things, and it gave me energy to get up and get going in the a.m. The PROBLEM (very important here) was that I developed uncontrollable foot tremors and then tremors in my right jaw.  Toes clenching and jaw clenching.  Went off of it, but still have it.  This is PERMANENT.  Don't use this drug!",took help depression like said changed life finally felt motivated things gave energy going problem important developed uncontrollable foot tremors tremors right jaw toes clenching jaw clenching went permanent dont use,Positif,0.296,     Additional Medications to Treat Depression,59.5,female,0
I am very pleased with the treatment.,pleased treatment,Positif,0.4404,     Other,59.5,male,0
"I now look forward to getting out of bed everyday!  I had been on Serequel XR for a year or so and I was always so tired and uninterested in things.  Within 2 weeks of taking Abilify, I had TONS of energy (my house hasn't looked so good) and I'm actually smiling and laughing again.  Thank you ABILIFY!!! (I take it in addition to 200mg of Zoloft)",look forward getting bed everyday serequel xr year tired uninterested things weeks tons energy house looked good im actually smiling laughing thank addition zoloft,Positif,0.8689,     Additional Medications to Treat Depression,39.5,female,4
"i just started taking this and im not sure to take it during the day or at night....but i am taking it...noticed during the day, along w my zoloft i feel nauseas...hoping for the best",just started im sure day nightbut itnoticed day w zoloft feel nauseashoping best,Positif,0.7579,     Additional Medications to Treat Depression,29.5,female,4
"Never in my life have I known the feeling of getting out of bed and looking forward to ANYTHING.  This drug has been amazing for me.  I plan things, I enjoy things and I actually have a life.  This website and other reviews aided in my deciding to ask my doctor for Abilify and I am so thankful!  I hope it continues to last for me.",life known feeling getting bed looking forward amazing plan things enjoy things actually life website reviews aided deciding ask doctor thankful hope continues,Positif,0.9337,     Additional Medications to Treat Depression,49.5,female,4
helps me cope with daily functions,helps cope daily functions,Positif,0.3818,     Additional Medications to Treat Depression,59.5,female,0
"Noticed immediately an improvement in my mood.  Sleeping better and longer.  Have had intestinal pain though.  Might be the heat, or possibly need to lower the dose from 10 to 5 mgs.  Will ride it out and see...",noticed immediately improvement mood sleeping better longer intestinal pain heat possibly need lower dose mgs ride,Positif,0.1027,     Additional Medications to Treat Depression,49.5,male,4
the ability to have a normal regular day,ability normal regular day,Positif,0.3182,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,4
I have been on Abilify for 7 years! It has helped me in a great way!,years helped great way,Positif,0.6249,     Bipolar Disorder in Remission,49.5,male,0
Abilify is good stuff. I tried almost everything out there and abilify has the least side effect for me. The older typical antipsychotics were so debilitating for me. I was on haldol and at one time prolixin for a while and I will never take abilify for granted again.It has been the best med by far for me I just had to give it time to build up and work. I take 30mg a day and it took quite some time to work but when it did I could function pretty well on it.,good stuff tried effect older typical antipsychotics debilitating haldol time prolixin granted againit best med far just time build work day took quite time work did function pretty,Positif,0.9062,     Schizophrenia,29.5,male,4
"in my personal experience,i felt basically like a zombie 24/7  whilst using this medication.I suffered more anxiety/depression during treatment,suffered extreme nausea,heart palpatations,and literally gained no beneficial effects during/after finishing treatment with this drug,as opposed to before beginning it.",personal experiencei felt basically like zombie whilst using medicationi suffered anxietydepression treatmentsuffered extreme nauseaheart palpatationsand literally gained beneficial duringafter finishing treatment drugas opposed beginning,Positif,0.5859,     Other,29.5,female,0
Tremendous weight gain.,tremendous weight gain,Positif,0.5267,     Other,21.5,female,0
"My doctor added this to my effexor and I finally am feeling much better and it really helped with my depression.  The cost is an issue as I am on Social Security Disability and when I am in the ""donut hole"" my insurance company wanted to charge me $700 for a 3-month supply.  Luckily my doctor is giving me samples until the first of the year!",doctor added effexor finally feeling better really helped depression cost issue social security disability donut hole insurance company wanted charge month supply luckily doctor giving samples year,Positif,0.7595,     Additional Medications to Treat Depression,59.5,male,3
very good medication that works,good medication works,Positif,0.4404,     Additional Medications to Treat Depression,69.5,male,4
I had immediate improvement in my depression.  It worked like a miracle drug for me.  Only one problem---too expensive.  I can't continue taking it due to high cost even the co-pay and insurance was ridiculously high. Had to discontinue use.,immediate improvement depression worked like miracle problemtoo expensive continue high cost copay insurance ridiculously high discontinue use,Positif,0.4939,     Additional Medications to Treat Depression,69.5,male,4
My doctor added abilify to my Celexa after my Celexa seemed to lessen in effectiveness.  The difference is amazing! I feel like my old self.,doctor added celexa celexa lessen effectiveness difference amazing feel like old self,Positif,0.743,     Additional Medications to Treat Depression,39.5,female,4
"Major weight gain.  Swelling of hands, feet, and ankles.  Worse in hot or just warm weather.  God Awful",major weight gain swelling hands feet ankles worse hot just warm weather god awful,Positif,0.0772,     Additional Medications to Treat Depression,39.5,female,0
"Taking 2.5mgs felt really good within a few days of starting,I have now developed some side effects blurred vision is the main one because i feel like I am living in a fog with nausea most of the time and headaches. I sure hope I don't have to stop taking, but I am not feeling as good as did to begin with.",mgs felt really good days startingi developed blurred vision main feel like living fog nausea time headaches sure hope dont stop feeling good did begin,Positif,0.9393,     Additional Medications to Treat Depression,59.5,female,4
"It started working with in one week, I was shocked, and I am happy, Not a zombie. I really am so pleased.I feel good but not manic, this is so cool.",started working week shocked happy zombie really pleasedi feel good manic cool,Positif,0.7823,     Mania associated with Bipolar Disorder,49.5,female,0
It is a powerful drug and I don't like being on it.  It fogs my head and has led to weight gain.,powerful dont like fogs head led weight gain,Positif,0.6237,     Additional Medications to Treat Depression,49.5,female,0
"I've just started Abilify and let's just say... It's been GREAT! The majority of the time I have ENERGY. It's like I can take on the world!!! My emotions are well balanced. I do tend to get irritable at times but once I acknowledge this, I stop and take a breather or meditate! This medication is worth a shot!!!    Thanks all!",ive just started lets just say great majority time energy like world emotions balanced tend irritable times acknowledge stop breather meditate medication worth shot thanks,Positif,0.802,     Other,29.5,female,0
"it works well on my patient, he is much better now that he is taking abilify.",works patient better,Positif,0.4404,     Additional Medications to Treat Depression,21.5,female,4
"My doctor added this to my effexor and I finally am feeling much better and it really helped with my depression.  The cost is an issue as I am on Social Security Disability and when I am in the ""donut hole"" my insurance company wanted to charge me $700 for a 3-month supply.  Luckily my doctor is giving me samples until the first of the year!",doctor added effexor finally feeling better really helped depression cost issue social security disability donut hole insurance company wanted charge month supply luckily doctor giving samples year,Positif,0.7595,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,male,3
"My doctor added this to my effexor and I finally am feeling much better and it really helped with my depression.  The cost is an issue as I am on Social Security Disability and when I am in the ""donut hole"" my insurance company wanted to charge me $700 for a 3-month supply.  Luckily my doctor is giving me samples until the first of the year!",doctor added effexor finally feeling better really helped depression cost issue social security disability donut hole insurance company wanted charge month supply luckily doctor giving samples year,Positif,0.7595,     Bipolar Disorder in Remission,29.5,male,3
Good,good,Positif,0.4404,     Additional Medications to Treat Depression,39.5,female,4
"My doctor added this to my effexor and I finally am feeling much better and it really helped with my depression.  The cost is an issue as I am on Social Security Disability and when I am in the ""donut hole"" my insurance company wanted to charge me $700 for a 3-month supply.  Luckily my doctor is giving me samples until the first of the year!",doctor added effexor finally feeling better really helped depression cost issue social security disability donut hole insurance company wanted charge month supply luckily doctor giving samples year,Positif,0.7595,     Other,49.5,male,3
brilliant.  i am starting to function again.  taking 15mg per day. have lost 6 stone in weight in 4 months (put on with other meds).  hallucinations have all but stopped.  paranoia improving.  only downside seems to be that i can't stay asleep for long.,brilliant starting function day lost stone weight months meds hallucinations stopped paranoia improving downside stay asleep long,Positif,0.1027,     Schizophrenia,49.5,female,0
"as a boost to Cymbalta.  Only taken for 2 weeks so far, but I notice a difference in my enery level and mood-for the better!",boost cymbalta taken weeks far notice difference enery level moodfor better,Positif,0.6808,     Additional Medications to Treat Depression,49.5,female,4
