description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender,topic
"Abilify gave me hallucinations and delusions on the second day when I NEVER had them before. When I complained to my doctor and insisted I would not take it, he threw a fit! Then I learned Medicare pays $683 to the drug-maker for this poison. Apparently, my doctor needed me on this drug to pay for the mags on his Porsche. Do NOT take this poison!",gave hallucinations delusions second day complained doctor insisted threw fit learned medicare pays drugmaker poison apparently doctor needed pay mags porsche poison,Négatif,-0.8225,     Mania associated with Bipolar Disorder,49.5,female,5
"My wife has been diagnosed with vascular dementia. Placed on an antipressant ,she did real good. Then she was placed on Abilify and has gone from bad to worse since being placed on Abilify/",wife diagnosed vascular dementia placed antipressant did real good placed gone bad worse placed,Négatif,-0.5719,     Schizophrenia,80.0,male,4
wasnt sure how to update already posted side effects but also had lightheadness a lot of tha times when id stand up or even while standing,wasnt sure update posted lightheadness lot tha times id stand standing,Négatif,-0.2411,     Other,59.5,female,2
I took this for only one night.  By the next morning I woke up freaking pist off at the world for no reason.,took night morning woke freaking pist world reason,Négatif,-0.4215,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,5
I took this medication for my depression and it helped alot better than Zoloft.,took medication depression helped alot better zoloft,Négatif,-0.2023,     Other,21.5,female,3
"This medication ended up putting me in the hospital. It was supposed to add a stabilizing effect to my current medications. I ended up trying to commit suicide and was admitted to the hospital because of this medication. It is not recommended for children under 18, and now I know why.",medication ended putting hospital supposed add stabilizing effect current medications ended trying commit suicide admitted hospital medication recommended children know,Négatif,-0.2732,     Mania associated with Bipolar Disorder,15.5,female,4
"I started with 5mg, then 10mg and at last 15mg.  At that stage the tremors were so bad that I could not sign my name.  It help me with my maniac episodes of compulsive shopping but I had to stop it because of the Tardive Dyskinesia.",started stage tremors bad sign help maniac episodes compulsive shopping stop tardive dyskinesia,Négatif,-0.7269,     Additional Medications to Treat Depression,59.5,female,5
wasnt sure how to update already posted side effects but also had lightheadness a lot of tha times when id stand up or even while standing,wasnt sure update posted lightheadness lot tha times id stand standing,Négatif,-0.2411,     Bipolar Disorder in Remission,49.5,female,2
"Within half an hour of swallowing the Abilify, which was right before bedtime as prescribed, my sinuses would close up so I literally could not breathe. When I closed my eyes, I would see weird, swirling patterns and colors and - I know this sounds odd - felt as if my brain was being sucked into a black hole. I had no problems with hallucinations before this. Once I stopped taking the medication, these terrifying problems stopped.",half hour swallowing right bedtime prescribed sinuses close literally breathe closed eyes weird swirling patterns colors know sounds odd felt brain sucked black hole problems hallucinations stopped medication terrifying problems stopped,Négatif,-0.9509,     Mania associated with Bipolar Disorder,49.5,female,4
"This medication precipitated migraines, seizures and at least one stroke.  I have memory loss, excessive weight gain (40 pounds) confusion and agitation.  Involuntary muscle movements, wierd facial expressions, lip smacking, personality change as well.  I do not feel that this medication should be used without large warnings.  The problems far outweigh any benefit.",medication precipitated migraines seizures stroke memory loss excessive weight gain pounds confusion agitation involuntary muscle movements wierd facial expressions lip smacking personality change feel medication used large warnings problems far outweigh benefit,Négatif,-0.4588,     Additional Medications to Treat Depression,49.5,female,0
It didn't help me i gained 117 pounds in about 4-5 months. I dont think i have bipolar but i was prescribed it anyway.,didnt help gained pounds months dont think bipolar prescribed,Négatif,-0.5334,     Other,15.5,male,3
"I started with 5mg, then 10mg and at last 15mg.  At that stage the tremors were so bad that I could not sign my name.  It help me with my maniac episodes of compulsive shopping but I had to stop it because of the Tardive Dyskinesia.",started stage tremors bad sign help maniac episodes compulsive shopping stop tardive dyskinesia,Négatif,-0.7269,     A Rare Developmental Disorder of Infants,,nan,5
"Very good drug, stabilised my mood and pushed psychosis into remission very quickly. Unfortunately I experienced horrible body aches for weeks when beginning which required heavy doses of painkillers to relieve just slightly. Well worth the sacrifice, however.",good stabilised mood pushed psychosis remission quickly unfortunately experienced horrible body aches weeks beginning required heavy doses painkillers relieve just slightly worth sacrifice,Négatif,-0.2247,     Other,21.5,male,4
Abilify has literally saved my life.  I have been misdiagnosed with depression and anxiety disorder when I was 15.  I tried committing suicide 3 times with almost 2 successes just because I couldn't handle the depression anymore.  I found a wonderful psychiatrist who really took the time to work with me and now I am diagnosed with Bipolar disorder.  I am currently on 5mg of Abilify with 250mg of Lamictal and I never felt better!,literally saved life misdiagnosed depression anxiety disorder tried committing suicide times successes just handle depression anymore wonderful psychiatrist really took time work diagnosed bipolar disorder currently lamictal felt better,Négatif,-0.6908,     Bipolar Disorder in Remission,39.5,female,3
wasnt sure how to update already posted side effects but also had lightheadness a lot of tha times when id stand up or even while standing,wasnt sure update posted lightheadness lot tha times id stand standing,Négatif,-0.2411,     Schizophrenia,29.5,male,2
This medication literally paralyzed. I couldn't do anything. Started getting scared that the effects were permenant when I still was not able to move 3 days after coming off it. On the 4th day started getting my mobility back and was quite relieved. On top of that it did nothing for my anxiety and depression.,medication literally paralyzed started getting scared permenant able days coming th day started getting mobility quite relieved did anxiety depression,Négatif,-0.6879,     Additional Medications to Treat Depression,29.5,female,3
"This medicine has done wonders for me.  I am able to concentrate, and the depression in gone for the first time in a long time.  I have had no lasting side effects, though it did make me tired at first, and nauseous at first.",medicine wonders able concentrate depression gone time long time lasting did make tired nauseous,Négatif,-0.765,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,3
"I started taking abilify a long time ago along with some other depression meds.  The med was expensive, so had a discount card to help pay for it.  The discount card had expired so i decided to stop taking it in the summer when lmy depression is not as bad.  Since stopping abilify I have lost 40 lbs and feel better.  while on abilify I was also diagnosed with type 2 diabeties, another reason I stopped taking this drug.",started long time ago depression meds med expensive discount card help pay discount card expired decided stop summer lmy depression bad stopping lost lbs feel better diagnosed type diabeties reason stopped,Négatif,-0.9136,     Additional Medications to Treat Depression,39.5,female,1
"Was given as a helper to my Lamictal for bi-polar, manic depressive dis. Worst drug ever, within days, I went from bad to worse! Thoughts of hurting myself were no more-they were actions! Scared myself, my husband, and my young children-this stuff was bad news!",given helper lamictal bipolar manic depressive dis worst days went bad worse thoughts hurting morethey actions scared husband young childrenthis stuff bad news,Négatif,-0.9638,     Mania associated with Bipolar Disorder,39.5,female,5
Abilify 1 mg was added to Lamictal 400 mg and after about 2-3 months I started feeling less depressed than only on Lamictal. And I have only had 1 migraine in 9 months!  I used to have migraines 2-3 per month. I will now start tapering the Lamictal down and the Ability up.,added lamictal months started feeling depressed lamictal migraine months used migraines month start tapering lamictal ability,Négatif,-0.128,     Additional Medications to Treat Depression,69.5,female,3
"This drug hugely intensified my anxiety to the point where I wanted to die, and I started to become suicidal when I never have before.",hugely intensified anxiety point wanted die started suicidal,Négatif,-0.8854,     Additional Medications to Treat Depression,21.5,male,4
i've been getting a lot of headaches and nausea and i wasn't sure what was causing them.  abilfy can cause both.,ive getting lot headaches nausea wasnt sure causing abilfy cause,Négatif,-0.2411,     Schizophrenia,59.5,female,2
"developed tardive dyskinesia, had to go to emergency room, after had used medication 3 days",developed tardive dyskinesia emergency room used medication days,Négatif,-0.3818,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,male,3
"My only problem is severe joint pain, foot pain and back pain.  Otherwise I'm happy to be alive.",problem severe joint pain foot pain pain im happy alive,Négatif,-0.836,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,3
"Abilify 5mg added to Cymbalta was the best treatment for me.  I have been taking both for years and have had the huge weight of depression (Severe) lifted.  I think Abilify 5mg and Cymbalta 60mg together has helped me so much.  I have slight trembling in my hands, but I don't care; rather have that than crippling depression.",added cymbalta best treatment years huge weight depression severe lifted think cymbalta helped slight trembling hands dont care crippling depression,Négatif,-0.8238,     Additional Medications to Treat Depression,59.5,female,2
"very bad drug! caused leg muscles to hurt, can not sleep, can not stay awake during the day, drowiness, did no help at all with my depression. I refuse to take this drug anymore.     Not safe to drive a car, should be given a DUI if on this drug and driving!!!!    Depression is better feeling than how this drug make me feel.",bad caused leg muscles hurt sleep stay awake day drowiness did help depression refuse anymore safe drive car given dui driving depression better feeling make feel,Négatif,-0.8176,     Additional Medications to Treat Depression,49.5,male,3
My husbands psychiatrist added abilify to intensify his Zoloft and he tried to kill himself.  I do not no how the FDA can approve this medication.  I guess if you put on the warning label could cause suicidal thought the drug company protects themself from liability.,husbands psychiatrist added intensify zoloft tried kill fda approve medication guess warning label cause suicidal thought company protects themself liability,Négatif,-0.9022,     Additional Medications to Treat Depression,,nan,4
"I thought that this medication would work at 5mg because the 2mg wasn't working.  At 5mg I noticed nausea and felt more fat that usual.  After weighing myself on a scale, I found out I gained 10 pounds (and about a pants size) in 1-2 months!  It's a shame because I feel that at a higher dose it could have maybe worked.  I have not found a medication to work for a prolonged period of time,",thought medication work wasnt working noticed nausea felt fat usual weighing scale gained pounds pants size months shame feel higher dose maybe worked medication work prolonged period time,Négatif,-0.128,     Additional Medications to Treat Depression,21.5,female,3
"I started with 5mg, then 10mg and at last 15mg.  At that stage the tremors were so bad that I could not sign my name.  It help me with my maniac episodes of compulsive shopping but I had to stop it because of the Tardive Dyskinesia.",started stage tremors bad sign help maniac episodes compulsive shopping stop tardive dyskinesia,Négatif,-0.7269,     Mania associated with Bipolar Disorder,59.5,female,5
"Prescribed 5mg daily and took for a month.  No effect or side effect noticeable so we discontinued it.  One time I took 25mg to see if it would still be ineffective.  Very tired the rest of the day.  Not really a lowered mood, but tired and more unmotivated than usual.  Overall, Abilify was ineffective for me in the little time I was taking it.  But to be fair I was on a low dosage amount and didn't stick with it very long so maybe I didn't give it that fair of a shot.",prescribed daily took month effect effect noticeable discontinued time took ineffective tired rest day really lowered mood tired unmotivated usual overall ineffective little time fair low dosage didnt stick long maybe didnt fair shot,Négatif,-0.831,     Additional Medications to Treat Depression,21.5,male,3
"Unfortunately, I had to stop taking it because I had a $100/month copay for the medicine",unfortunately stop month copay medicine,Négatif,-0.5574,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,0
"I started with 5mg, then 10mg and at last 15mg.  At that stage the tremors were so bad that I could not sign my name.  It help me with my maniac episodes of compulsive shopping but I had to stop it because of the Tardive Dyskinesia.",started stage tremors bad sign help maniac episodes compulsive shopping stop tardive dyskinesia,Négatif,-0.7269,     Additional Medications to Treat Depression,39.5,female,5
I feel the drug helps me in general. I don't  notice any side effects. I take t he drug with other drugs.It combats anxiety and DEpression.,feel helps general dont notice t drugsit combats anxiety depression,Négatif,-0.2978,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,3
"I would not recomend this medication for anybody at all!!!  It caused me uncontrollable muscle movement, and I still have it and it has been 10 years since I last took it, and I still deal with the uncontrollable movements daily.",recomend medication anybody caused uncontrollable muscle movement years took deal uncontrollable movements daily,Négatif,-0.6124,     Bipolar I Disorder with Most Recent Episode Mixed,15.5,male,0
Weight gain in my 7yr old severe bad thoughts of  being hurt by someone,weight gain yr old severe bad thoughts hurt,Négatif,-0.7269,     Additional Medications to Treat Depression,59.5,female,5
"makes me able to concentrate  trouble sleeping stay awake longer then i usually do, normally i require 8 hrs of sleep, now i am staying up later and getting 2-3 hrs less sleep.  slight trembling feeling",makes able concentrate trouble sleeping stay awake longer usually normally require hrs sleep staying later getting hrs sleep slight trembling feeling,Négatif,-0.5719,     Additional Medications to Treat Depression,59.5,female,4
Weight gain in my 7yr old severe bad thoughts of  being hurt by someone,weight gain yr old severe bad thoughts hurt,Négatif,-0.7269,     Mania associated with Bipolar Disorder,49.5,male,5
"I was in shape and eating right when I began taking it. I ended up unfocused in this weird starving and uncomfortably hungry state with a swollen salivating tongue, gained 20lbs in 4 weeks! I broke down and began to cry at the point I realized I could't deal with the side effects any longer. This is yet another 'miracle' antipsychotic that was DOA.",shape eating right began ended unfocused weird starving uncomfortably hungry state swollen salivating tongue gained lbs weeks broke began point realized couldt deal longer miracle antipsychotic doa,Négatif,-0.8225,     Additional Medications to Treat Depression,29.5,female,3
it does not make me as tired as do other anti-pschotics.  \,does make tired antipschotics,Négatif,-0.4404,     Bipolar Disorder in Remission,39.5,female,3
I feel the drug helps me in general. I don't  notice any side effects. I take t he drug with other drugs.It combats anxiety and DEpression.,feel helps general dont notice t drugsit combats anxiety depression,Négatif,-0.2978,     Additional Medications to Treat Depression,59.5,male,3
"I think this medicine is helping me with my depression. The one thing that I cannot stand is the uncontrollable foot tremors. I feel like I constantly have to move my feet or else. Also, I have an increased appetite which as someone who suffered from an eating disorder I do not like.",think medicine helping depression thing stand uncontrollable foot tremors feel like constantly feet increased appetite suffered eating disorder like,Négatif,-0.5859,     Additional Medications to Treat Depression,21.5,female,3
I suffer from depression on this medication I have gained 10 pound and been in the hospital twice for suicidal thoughts.,suffer depression medication gained pound hospital twice suicidal thoughts,Négatif,-0.8779,     Other,15.5,female,1
"My husband took this drug for bi-polar disorder. He began to think people on tv were talking to him. He forgot who I was, even that we were married. He absolutely could not function. He was awake night and day, requiring almost no sleep. I have known at least three other patients who had the same sort of side effects from this med. I would warn patients to avoid it, and caregivers to prepare for a siginificant loss of sleep!",husband took bipolar disorder began think people tv talking forgot married absolutely function awake night day requiring sleep known patients sort med warn patients avoid caregivers prepare siginificant loss sleep,Négatif,-0.765,     Bipolar I Disorder with Most Recent Episode Mixed,59.5,female,4
"abilify, in the past, has helped my depression.  but, i've come to find out that i have developed type 2 diabetes, having to use to meds. and diet to control it.?",past helped depression ive come developed type diabetes having use meds diet control,Négatif,-0.5719,     Other,49.5,female,4
"My husband suffers from major depression.  His doctor added this, and increased the dose over two years.  Everybody PLEASE note how they've changed Abilify's commercials and the warnings.  There's a reason for this!!! My husband has now been weaned off this drug and may be facing permanent disability.  His therapist tells me she warns all her patients against using it.",husband suffers major depression doctor added increased dose years everybody note theyve changed abilifys commercials warnings theres reason husband weaned facing permanent disability therapist tells warns patients using,Négatif,-0.8074,     Additional Medications to Treat Depression,59.5,male,3
"My husband took this drug for bi-polar disorder. He began to think people on tv were talking to him. He forgot who I was, even that we were married. He absolutely could not function. He was awake night and day, requiring almost no sleep. I have known at least three other patients who had the same sort of side effects from this med. I would warn patients to avoid it, and caregivers to prepare for a siginificant loss of sleep!",husband took bipolar disorder began think people tv talking forgot married absolutely function awake night day requiring sleep known patients sort med warn patients avoid caregivers prepare siginificant loss sleep,Négatif,-0.765,     Additional Medications to Treat Depression,29.5,female,4
"My husband took this drug for bi-polar disorder. He began to think people on tv were talking to him. He forgot who I was, even that we were married. He absolutely could not function. He was awake night and day, requiring almost no sleep. I have known at least three other patients who had the same sort of side effects from this med. I would warn patients to avoid it, and caregivers to prepare for a siginificant loss of sleep!",husband took bipolar disorder began think people tv talking forgot married absolutely function awake night day requiring sleep known patients sort med warn patients avoid caregivers prepare siginificant loss sleep,Négatif,-0.765,     Additional Medications to Treat Depression,29.5,male,4
Weight gain in my 7yr old severe bad thoughts of  being hurt by someone,weight gain yr old severe bad thoughts hurt,Négatif,-0.7269,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,5
My mother took this drug with a family history of diabeties. She had a staph infection and after hip surgury she get staph in the incision. Between the white cell count and the blood suger she had no chance to fight the infection that developed into mrsa and then vrs. More caution should go to doctors dealing with the elderly and the resulting catastrophic collaps of her deffences.,mother took family history diabeties staph infection hip surgury staph incision white cell count blood suger chance fight infection developed mrsa vrs caution doctors dealing elderly resulting catastrophic collaps deffences,Négatif,-0.5859,     Schizophrenia,59.5,female,3
"I have been taking Abilify 3mg (Bipolar) for 6 weeks, and I'm so tired that I take up to 3 nap's a day, lost interest in daily activity. I also take Atenol 100mg for major depression and Venlafaxine 150mg. I feel Abilify just does not work for me.",bipolar weeks im tired naps day lost daily activity atenol major depression venlafaxine feel just does work,Négatif,-0.836,     Bipolar Disorder in Remission,49.5,female,2
loss of hair,loss hair,Négatif,-0.3182,     Additional Medications to Treat Depression,,nan,0
To treat Maj. Dep. w/ psychotic features. Low dose helped with depression.  Had to get to higher dose for hallucinations.,treat maj dep w psychotic features low dose helped depression higher dose hallucinations,Négatif,-0.4767,     Other,49.5,male,3
Weight gain in my 7yr old severe bad thoughts of  being hurt by someone,weight gain yr old severe bad thoughts hurt,Négatif,-0.7269,     Bipolar I Disorder with Most Recent Episode Mixed,,nan,5
It made me a zombie when I cut the lowest dose in half! Also crazy weight gain!,zombie cut lowest dose half crazy weight gain,Négatif,-0.4019,     Bipolar Disorder in Remission,21.5,female,2
"I suffer from chronic, acute depression and have since I was 35. I am currently on 90 mgs of Cymbalta and 5 mgs of Abilify. Abilify lifted my mood within 3 days, but the longer that I have been on it the more pronounced becomes my difficulty in swallowing food. At this point, I am literally choking down every meal. I'm going to reduce the medication by 1/2 and then get off of it. This is not something that I want to do, but am forced by side effects to do.",suffer chronic acute depression currently mgs cymbalta mgs lifted mood days longer pronounced difficulty swallowing food point literally choking meal im going reduce medication want forced,Négatif,-0.936,     Other,59.5,male,4
It causes sleeplessness.,causes sleeplessness,Négatif,-0.3818,     Additional Medications to Treat Depression,39.5,male,5
"increasede feelings of depression, weight gain",increasede feelings depression weight gain,Négatif,-0.0772,     Mania associated with Bipolar Disorder,21.5,female,2
"I hate this drug.  I had rapid weight gain, it made my mind real fuzzy, I couldn't think of words to make up a complete sentence and I had a terrible time urinating.",hate rapid weight gain mind real fuzzy think words make complete sentence terrible time urinating,Négatif,-0.4767,     Other,59.5,female,2
"I am not diabetic but my blood sugar went up above 300 while taking this med.  Be cautious!! This med didn't help my depression at all, plus it was outrageously expensive!!",diabetic blood sugar went med cautious med didnt help depression plus outrageously expensive,Négatif,-0.2168,     Additional Medications to Treat Depression,49.5,female,3
this medicine is really awful within my first few mins of using it i literally felt like I was coming out of my skin. I would not suggest this terrible drug to anyone. If you know what's good for u I would NEVER USE IT!!!!!!!!!!!,medicine really awful mins using literally felt like coming skin suggest terrible know whats good u use,Négatif,-0.2484,     Additional Medications to Treat Depression,39.5,female,4
"During the third week of 15mg of Abilify I began to feel bad, had diarrhea, and cramping. By day 20 my stool was mustard yellow. I called the Doctor and he said to stop the medicine immediately! My digestive system was shutting down! I just finished two weeks of antibiotics and something to get my digestive system going again. I have been to the Doctor 4 times in the last 2 weeks for this 'unlisted' side affect. I have two more appointments next week..........",week began feel bad diarrhea cramping day stool mustard yellow called doctor said stop medicine immediately digestive shutting just finished weeks antibiotics digestive going doctor times weeks unlisted affect appointments week,Négatif,-0.6908,     Mania associated with Bipolar Disorder,49.5,female,3
"Kept me calm at first but 7 months later I am in hospital with pancreatitis ,kidney failure diabetics,and partial lung failure and doctors at hospital said that it was because of the medication taken that cause it .Had no previous symtoms of any problemsand nothing that would cause problems .had a very high weight gain while on drug so please have your blood sugars check every month if you continue taking this drug.",kept calm months later hospital pancreatitis kidney failure diabeticsand partial lung failure doctors hospital said medication taken cause previous symtoms problemsand cause problems high weight gain blood sugars check month continue,Négatif,-0.5574,     Schizophrenia,49.5,female,2
"Kept me from going at start but gain weight constanly it also sent me to hospital suffering from pancreatitis kidney failure ,high blood pressure and diabetic this from not having no signs or symtoms before started taking drugs",kept going start gain weight constanly sent hospital suffering pancreatitis kidney failure high blood pressure diabetic having signs symtoms started drugs,Négatif,-0.6369,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,3
Weight gain in my 7yr old severe bad thoughts of  being hurt by someone,weight gain yr old severe bad thoughts hurt,Négatif,-0.7269,     Other,69.5,female,5
I hate being on this pill it makes me fat and the price of it is crazy $500.00 no way am I paying for this!!!!,hate pill makes fat price crazy way paying,Négatif,-0.7269,     Additional Medications to Treat Depression,29.5,female,1
Had some side effects that are making me feel bad,making feel bad,Négatif,-0.5423,     Additional Medications to Treat Depression,39.5,nan,1
"Worked fine for a while I though. Started noticing uncontrollable leg movements, I could not keep still. Also have lost 20 lbs since stopped taking it 5 mos ago, back down to normal weight. Was a boost for my Pristc 50 mg now I take 100 mg, Im doint great.No more dancing in one place.",worked fine started noticing uncontrollable leg movements lost lbs stopped mos ago normal weight boost pristc im doint greatno dancing place,Négatif,-0.296,     Additional Medications to Treat Depression,49.5,female,2
"Psychiatrist took me off this after about 3 weeks --19 days-- it caused me to have severe nightmares or night tremors---not-for-me. However I've heard others say it has done wonders for them, just be aware, there are alternatives",psychiatrist took weeks days caused severe nightmares night tremorsnotforme ive heard say wonders just aware alternatives,Négatif,-0.3818,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,male,4
"I took this medication to boost the Effexor XR 300 300 mg that I take every day for depression and anxiety.  I absolutely COULD NOT tolerate it!  I developed tardive dyskinesia and was also extremely tired/lethargic. I was falling asleep at my desk at work! To be fair, it did help my depression and anxiety, but I absolutely could not tolerate the side effects!!",took medication boost effexor xr day depression anxiety absolutely tolerate developed tardive dyskinesia extremely tiredlethargic falling asleep desk work fair did help depression anxiety absolutely tolerate,Négatif,-0.6096,     Other,29.5,female,3
I hated it! I had uncontrolled movements as that I looked like a fish and I had HORRIBLE hallucinating dreams. I was so afraid to sleep because of them!!,hated uncontrolled movements looked like fish horrible hallucinating dreams afraid sleep,Négatif,-0.6705,,39.5,female,4
"I HATED Abilify. I took it for 4 weeks, and my depression hadn't been THAT bad for a long time. I intended to self harm, which I haven't done in a year, and I thought seriously about suicide. The first day after not taking it anymore I felt 100% better.",hated took weeks depression hadnt bad long time intended self harm havent year thought seriously suicide day anymore felt better,Négatif,-0.8917,     Additional Medications to Treat Depression,21.5,female,3
"Have been on medication for over a year and tapered down from 15 mg to 5 mg and am doing great - Side effects suck and have gained weight and have head tremors now and wonder if its the drug but dont want to get off it since it took a while to get a good ""cocktail"" of meds to have me doing good.",medication year tapered doing great suck gained weight head tremors wonder dont want took good cocktail meds doing good,Négatif,-0.0603,     Bipolar Disorder in Remission,49.5,female,2
"I started this medicine a year ago, It did not help my depression symtoms at all, in face it heightened my symtoms. I also developed a rare condition known as tartive dysconeisa. After that i stopped taking it.",started medicine year ago did help depression symtoms face heightened symtoms developed rare condition known tartive dysconeisa stopped,Négatif,-0.4404,     Additional Medications to Treat Depression,15.5,female,5
"I had been on Abilify for 3 years and it wasn't until I gained 80 pounds that my doctor switched me to a weight neutral drug Geodon that finally came out. The weight gained from Abilify has been so hard to lose. Abilify didn't work too well for me, I was still pretty manic, it's hard for anyone to find the right mix, but I don't suggest taking Abilify because gaining a massive ammount of weight takes a real toll, especially for those who are already depressed.",years wasnt gained pounds doctor switched weight neutral geodon finally came weight gained hard lose didnt work pretty manic hard right mix dont suggest gaining massive ammount weight takes real toll especially depressed,Négatif,-0.9374,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,2
"I felt restless, anxious and mildly depressed for a few weeks while taking a small dose.  Then I went into probably the worst period of suicidal depression in my life.  I was also on Celexa, but I'd taken that before without having this particular problem.",felt restless anxious mildly depressed weeks small dose went probably worst period suicidal depression life celexa id taken having particular problem,Négatif,-0.9698,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,3
"I took 1-2 mg. of abilify daily for 3 months.  It helped with my depression & had less side effects than SSRI's.  But it caused me to have severe inner restlessness that caused MAJOR PANIC.  I have been off of it now for 2 weeks & I am not having the major panice anymore.  I thought at first it was going to be a drug for me, but it's not.",took daily months helped depression ssris caused severe inner restlessness caused major panic weeks having major panice anymore thought going,Négatif,-0.8957,     Additional Medications to Treat Depression,49.5,female,3
While Abilify helped as an additional medication to treat my depression I experienced a side effect that was not listed. I had periods of inappropriate/uncontrolled aggressive behavior directly related to this medication and was disappointed that I had to discontinue it's use.,helped additional medication treat depression experienced effect listed periods inappropriateuncontrolled aggressive behavior directly related medication disappointed discontinue use,Négatif,-0.6908,     Additional Medications to Treat Depression,49.5,female,4
"After 6 weeks of taking Abilify, I have irreversible symptoms of Parkinson. Wonderful medication. Horrible side effects.",weeks irreversible symptoms parkinson wonderful medication horrible,Négatif,-0.1531,     Mania associated with Bipolar Disorder,69.5,female,4
still have trouble sleeping and with restlessness. Impulsive behavior is more manageable.,trouble sleeping restlessness impulsive behavior manageable,Négatif,-0.5994,     Bipolar Disorder in Remission,49.5,female,1
"Made me extremely restless after a week of using it, had to stop.",extremely restless week using stop,Négatif,-0.5563,     Bipolar Disorder in Remission,39.5,female,1
I take 10mg abilify and 50 mg zoloft for schizoaffective and am tired and shaky all the time. I have trouble writing and eating. I turned the wrong way on a two way street. First timer not happy camper.,zoloft schizoaffective tired shaky time trouble writing eating turned wrong way way street timer happy camper,Négatif,-0.7096,     Other,49.5,female,1
"I was prescribed Abilify to work with my Zoloft for depression, anger, irritability, & rage.  I was only on 2mg for one month.  I went into total manic state the entire month and it did nothing for my anger, irritability and rage problems.  I had never had a manic episode in my life until I took Abilify and I haven't had one since.  I actually changed Psychiatrist becaue of this incident it was that horrifying.",prescribed work zoloft depression anger irritability rage month went total manic state entire month did anger irritability rage problems manic episode life took havent actually changed psychiatrist becaue incident horrifying,Négatif,-0.9826,     Additional Medications to Treat Depression,39.5,female,3
"I am finding that I actually have emotions now and feel like I can find a calm at times.  I have been getting a few stomach cramps, not too bad.  I find that I am a lot less angry.",finding actually emotions feel like calm times getting stomach cramps bad lot angry,Négatif,-0.4588,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,2
"I havent been on it long, but I can already tell that it's helping me in some situations. My hunger fluctuates now though.",havent long tell helping situations hunger fluctuates,Négatif,-0.4382,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,3
Developed symptoms of Parkinson while on abilify that stopped as soon as the drug was stoppied.,developed symptoms parkinson stopped soon stoppied,Négatif,-0.2263,     Additional Medications to Treat Depression,69.5,male,0
"uncontroled body movememt, high bood pressure since it was taken.",uncontroled body movememt high bood pressure taken,Négatif,-0.296,     Other,39.5,female,3
I have tried different medications for depression/anxiety and this one is a noticeable difference. I would recommend for anyone with depression and/or anxiety.,tried different medications depressionanxiety noticeable difference recommend depression andor anxiety,Négatif,-0.4404,     Additional Medications to Treat Depression,29.5,female,3
This medication saved my life.  I was hitting rock bottom before I took this for bipolar.  After a week or two of taking it my depression went away.,medication saved life hitting rock took bipolar week depression went away,Négatif,-0.2263,     Mania associated with Bipolar Disorder,39.5,female,3
seems to work& I have less anxiety with this med&celexa :),work anxiety medcelexa,Négatif,-0.1779,     Other,29.5,female,3
"Abilify has been very helpful to me to ease my depression, however, I would not suggest running out of the medication or walking off of it as it has thrown me into a deeper depression when doing so.",helpful ease depression suggest running medication walking thrown deeper depression doing,Négatif,-0.4767,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,2
Using Abilify with another depression drug has helped me so much. Without the Abilify I am back to being very depressed and crying. Don't think I could make it without Abilify.,using depression helped depressed crying dont think make,Négatif,-0.8779,     Additional Medications to Treat Depression,59.5,female,2
"I was impatient. I felt like my body was going, going, going, but my brain was off. I started having involintary muscle movements of my neck, face, legs, etc. It was horrible. It made me feel so uncomfortable. I couldn't rest. I couldn't stay still.",impatient felt like body going going going brain started having involintary muscle movements neck face legs horrible feel uncomfortable rest stay,Négatif,-0.7003,     Additional Medications to Treat Depression,15.5,female,4
"Worst bipolar drug ever! It makes me depressed and overly sensitive and I was crying almost every day. Plus, I hate the side effects particularly weight gain. Why I gained 9lbs in less than a year and I can't get it off because the medicine won't let me. Do not take this drug.",worst bipolar makes depressed overly sensitive crying day plus hate particularly weight gain gained lbs year medicine wont let,Négatif,-0.8252,     Mania associated with Bipolar Disorder,21.5,female,2
"The medication helped with my depression but, unfortunately it caused severe swelling(3+ pitting edema) in my feet and ankles. I had to stop the medication because diuretics did not reduce the swelling.",medication helped depression unfortunately caused severe swelling pitting edema feet ankles stop medication diuretics did reduce swelling,Négatif,-0.872,     Additional Medications to Treat Depression,39.5,female,3
